jenis_kelamin,usia,tinggi_cm,berat_kg,level_aktivitas,target_user,akg_energi_kkal,akg_protein_g,akg_lemak_total_g,akg_karbohidrat_g
Perempuan,29,170.0,78.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,171.0,75.142858,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,161.0,67.999778,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,160.7,67.773914,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,169.8,75.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,181.5,85.302146,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,183.0,82.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,170.2,75.093569,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.4,77.97917,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,177.6,80.113493,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,165.0,60.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,185.0,65.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,170.0,85.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,163.0,45.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.0,65.423942,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,181.4,85.301029,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,160.0,45.0,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,170.3,75.0,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,176.8,82.694689,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,177.6,82.329047,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,170.0,80.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,29,165.9,71.170001,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,169.4,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,165.0,90.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,171.4,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,165.0,60.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,163.0,58.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.2,78.664618,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,148.2,61.373868,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,176.9,87.803311,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,157.0,69.743323,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,170.5,81.384224,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,170.0,66.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,169.9,78.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,162.1,72.105856,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,156.0,71.728069,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,27,193.0,102.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,29,153.0,78.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,165.0,70.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,165.0,80.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,165.0,60.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.0,82.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,185.0,68.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,160.0,50.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,171.5,81.650778,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,170.0,65.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,170.1,81.32297,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,150.7,64.814109,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,177.0,60.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,22,150.0,63.65233,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,181.0,79.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,172.0,80.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,152.0,56.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,172.7,82.853749,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,188.1,99.623778,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,180.0,77.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,180.0,87.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,178.0,89.8,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,170.6,78.073528,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,162.0,53.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,150.0,55.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,170.4,78.790936,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,170.6,82.011962,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,164.0,53.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,178.0,64.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,154.5,72.467862,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,172.0,68.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,185.0,105.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,162.5,74.433362,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,165.0,56.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,25,156.5,64.848627,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,160.0,52.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,175.0,76.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,166.0,64.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,29,170.0,78.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,24,170.0,80.761409,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,166.0,62.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,25,170.0,78.055968,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,181.0,80.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,153.0,65.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,182.0,72.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,171.4,83.952968,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,170.0,84.687554,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,166.9,80.458343,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,175.0,72.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,20,166.0,60.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,170.0,80.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,179.5,89.868784,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,179.3,89.994415,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,156.8,67.904023,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,166.0,77.272652,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,168.0,60.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,183.7,96.192662,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,182.0,93.086419,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,168.0,70.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,29,153.3,65.031879,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,169.1,80.539,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,177.0,83.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,165.0,80.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,177.0,76.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.0,112.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,165.0,62.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,180.7,85.079589,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,150.0,65.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,160.0,48.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,27,166.1,78.574786,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,165.0,67.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,25,170.0,80.749657,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,179.2,90.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.0,88.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,171.8,85.312639,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,167.0,75.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,156.0,49.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,25,163.0,93.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,182.3,85.084364,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,161.0,64.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,180.0,85.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,180.7,85.073801,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,182.1,85.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,174.5,80.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.2,79.414603,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,29,164.3,69.906708,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.4,78.88036,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,156.0,51.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,22,173.0,78.55444,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,29,162.0,89.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,178.0,78.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,22,161.1,68.06609,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,161.1,67.939653,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,154.0,39.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,170.8,75.306702,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,175.0,79.828725,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,27,160.0,61.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,181.4,85.255631,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,162.0,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,161.0,67.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.9,78.370039,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,179.0,72.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.8,79.469513,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,185.0,125.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,170.0,68.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,160.5,66.621646,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,189.6,90.52446,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,189.0,65.0,agak_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,187.0,66.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,186.0,87.105828,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.3,77.965532,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,174.0,93.5,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,166.0,60.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.4,77.956921,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,161.1,68.107866,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.5,68.016472,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,170.0,75.057177,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,171.7,75.948164,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.5,78.300084,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,167.0,75.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,187.1,89.251639,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,155.1,60.628321,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,162.0,69.529625,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,180.0,75.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,170.0,83.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,29,174.0,72.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,165.0,80.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,173.0,79.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,189.0,75.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,175.0,58.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,172.0,82.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,158.9,62.339003,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,165.0,59.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,184.0,84.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,191.0,84.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,171.3,75.480764,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,168.0,67.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,185.9,88.675503,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,163.0,60.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,185.7,88.138777,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,176.0,79.544998,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,174.0,94.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,171.0,50.0,tidak_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,181.2,86.748295,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,167.0,60.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,181.7,86.522799,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,161.6,68.77185,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,29,160.0,56.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,27,164.0,78.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,161.5,68.653347,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,167.9,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,183.0,72.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,179.1,83.26312,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,164.0,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,162.6,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,180.2,86.981202,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,181.0,87.286783,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,150.8,64.259379,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,186.4,89.558854,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,170.0,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,165.0,60.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,165.0,56.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,175.3,80.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,171.2,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,184.9,85.228116,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,180.8,85.316125,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,188.0,90.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,175.0,95.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,185.7,88.633616,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,161.8,68.981403,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,169.5,75.0522,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,169.6,75.399191,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,180.3,85.770013,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,162.1,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,163.7,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,181.8,87.107317,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,181.9,87.032398,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,171.0,75.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,160.0,65.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,24,171.7,75.371244,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,175.0,75.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,167.8,75.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,160.1,68.058902,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,160.0,57.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,162.7,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,173.0,78.429312,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,160.0,48.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,22,173.0,78.997062,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,26,170.0,70.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,166.0,60.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,21,152.0,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,172.0,70.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,169.0,63.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,170.0,66.4,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,155.0,57.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,161.3,69.463458,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,161.0,68.865008,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,161.8,68.908136,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,165.0,58.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,183.0,66.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,25,157.0,55.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,175.7,79.989789,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,165.0,88.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,150.0,49.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,176.0,90.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,167.0,68.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,165.0,61.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,27,155.0,62.877347,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,155.8,63.597633,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,170.8,75.383716,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,172.0,70.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,170.0,78.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,158.1,65.363941,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,181.7,85.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,158.0,53.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,162.0,58.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,169.0,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,174.6,80.018571,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,176.6,82.045045,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,28,170.0,74.244004,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,167.6,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,171.2,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,178.0,80.091886,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,158.0,58.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,24,166.0,67.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,185.6,86.098523,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,187.0,95.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.7,78.721696,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,181.4,86.144904,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,161.0,62.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,180.4,85.196279,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,175.0,50.0,agak_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,19,175.9,80.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,162.0,53.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,163.0,76.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,175.5,80.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,150.8,61.10403,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,162.5,69.975607,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,167.0,75.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,185.3,87.083266,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,151.9,60.267427,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,171.0,71.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,41,180.0,92.0,agak_aktif,Turun_BB,2550.0,65.0,70.0,415.0
Perempuan,38,155.0,59.0,sangat_aktif,Jaga_BB,2150.0,60.0,60.0,340.0
Laki-laki,33,176.0,66.5,sangat_aktif,Jaga_BB,2550.0,65.0,70.0,415.0
Perempuan,37,150.0,75.0,tidak_aktif,Turun_BB,2150.0,60.0,60.0,340.0
Perempuan,37,168.0,83.0,tidak_aktif,Turun_BB,2150.0,60.0,60.0,340.0
Perempuan,36,158.0,60.0,sangat_aktif,Jaga_BB,2150.0,60.0,60.0,340.0
Laki-laki,31,165.0,101.141277,sangat_aktif,Turun_BB,2550.0,65.0,70.0,415.0
